   0.000	  300.075000000000
   0.000	  300.150000000000
   0.000	  300.224999926635
   0.000	  300.299999706836
   0.001	  300.374999267830
   0.001	  300.449998537138
   0.001	  300.524997442573
   0.001	  300.599995912242
   0.001	  300.674993874542
   0.001	  300.749991258158
   0.001	  300.824987992066
   0.001	  300.899984005528
   0.001	  300.974979228093
   0.001	  301.049973589597
   0.002	  301.124967020157
   0.002	  301.199959450175
   0.002	  301.274950810336
   0.002	  301.349941031605
   0.002	  301.424930045226
   0.002	  301.499917782724
   0.002	  301.574904175899
   0.002	  301.649889156832
   0.002	  301.724872657875
   0.002	  301.799854611659
   0.002	  301.874834951085
   0.003	  301.949813609329
   0.003	  302.024790519838
   0.003	  302.099765616328
   0.003	  302.174738832788
   0.003	  302.249710103471
   0.003	  302.324679362902
   0.003	  302.399646545868
   0.003	  302.474611587425
   0.003	  302.549574422892
   0.003	  302.624534987851
   0.004	  302.699493218147
   0.004	  302.774449049886
   0.004	  302.849402419436
   0.004	  302.924353263421
   0.004	  302.999301518727
   0.004	  303.074247122496
   0.004	  303.149190012125
   0.004	  303.224130125270
   0.004	  303.299067399839
   0.004	  303.374001773993
   0.005	  303.448933186147
   0.005	  303.523861574969
   0.005	  303.598786879374
   0.005	  303.673709038529
   0.005	  303.748627991850
   0.005	  303.823543679000
   0.005	  303.898456039889
   0.005	  303.973365014674
   0.005	  304.048270543755
   0.006	  304.123172567778
   0.006	  304.198071027631
   0.006	  304.272965864445
   0.006	  304.347857019591
   0.006	  304.422744434682
   0.006	  304.497628051569
   0.006	  304.572507812344
   0.006	  304.647383659332
   0.006	  304.722255535100
   0.006	  304.797123382448
   0.007	  304.871987144412
   0.007	  304.946846764260
   0.007	  305.021702185495
   0.007	  305.096553351853
   0.007	  305.171400207299
   0.007	  305.246242696031
   0.007	  305.321080762475
   0.007	  305.395914351286
   0.007	  305.470743407347
   0.007	  305.545567875769
   0.008	  305.620387701887
   0.008	  305.695202831263
   0.008	  305.770013209683
   0.008	  305.844818783157
   0.008	  305.919619497917
   0.008	  305.994415300418
   0.008	  306.069206137333
   0.008	  306.143991955559
   0.008	  306.218772702211
   0.008	  306.293548324622
   0.009	  306.368318770342
   0.009	  306.443083987140
   0.009	  306.517843922999
   0.009	  306.592598526119
   0.009	  306.667347744913
   0.009	  306.742091528008
   0.009	  306.816829824244
   0.009	  306.891562582672
   0.009	  306.966289752556
   0.009	  307.041011283368
   0.009	  307.115727124792
   0.010	  307.190437226719
   0.010	  307.265141539249
   0.010	  307.339840012688
   0.010	  307.414532597549
   0.010	  307.489219244550
   0.010	  307.563899904616
   0.010	  307.638574528873
   0.010	  307.713243068652
   0.010	  307.787905475487
   0.010	  307.862561701111
   0.011	  307.937211697461
   0.011	  308.011855416673
   0.011	  308.086492811081
   0.011	  308.161123833220
   0.011	  308.235748435822
   0.011	  308.310366571815
   0.011	  308.384978194326
   0.011	  308.459583256673
   0.011	  308.534181712375
   0.011	  308.608773515140
   0.012	  308.683358618871
   0.012	  308.757936977666
   0.012	  308.832508545811
   0.012	  308.907073277787
   0.012	  308.981631128262
   0.012	  309.056182052096
   0.012	  309.130726004338
   0.012	  309.205262940223
   0.012	  309.279792815177
   0.012	  309.354315584810
   0.013	  309.428831204921
   0.013	  309.503339631491
   0.013	  309.577840820688
   0.013	  309.652334728864
   0.013	  309.726821312553
   0.013	  309.801300528473
   0.013	  309.875772333524
   0.013	  309.950236684786
   0.013	  310.024693539520
   0.013	  310.099142855168
   0.014	  310.173584589351
   0.014	  310.248018699865
   0.014	  310.322445144689
   0.014	  310.396863881976
   0.014	  310.471274870057
   0.014	  310.545678067437
   0.014	  310.620073432798
   0.014	  310.694460924994
   0.014	  310.768840503057
   0.014	  310.843212126187
   0.015	  310.917575753761
   0.015	  310.991931345325
   0.015	  311.066278860596
   0.015	  311.140618259464
   0.015	  311.214949501987
   0.015	  311.289272548392
   0.015	  311.363587359075
   0.015	  311.437893894601
   0.015	  311.512192115700
   0.015	  311.586481983271
   0.016	  311.660763458378
   0.016	  311.735036502249
   0.016	  311.809301076279
   0.016	  311.883557142027
   0.016	  311.957804661213
   0.016	  312.032043595722
   0.016	  312.106273907601
   0.016	  312.180495559059
   0.016	  312.254708512464
   0.016	  312.328912730347
   0.017	  312.403108175396
   0.017	  312.477294810462
   0.017	  312.551472598551
   0.017	  312.625641502827
   0.017	  312.699801486615
   0.017	  312.773952513393
   0.017	  312.848094546796
   0.017	  312.922227550617
   0.017	  312.996351488800
   0.017	  313.070466325446
   0.018	  313.144572024810
   0.018	  313.218668551299
   0.018	  313.292755869472
   0.018	  313.366833944043
   0.018	  313.440902739874
   0.018	  313.514962221980
   0.018	  313.589012355525
   0.018	  313.663053105825
   0.018	  313.737084438342
   0.018	  313.811106318688
   0.019	  313.885118712625
   0.019	  313.959121586059
   0.019	  314.033114905045
   0.019	  314.107098635784
   0.019	  314.181072744622
   0.019	  314.255037198052
   0.019	  314.328991962709
   0.019	  314.402937005375
   0.019	  314.476872292974
   0.019	  314.550797792572
   0.020	  314.624713471380
   0.020	  314.698619296749
   0.020	  314.772515236172
   0.020	  314.846401257282
   0.020	  314.920277327855
   0.020	  314.994143415803
   0.020	  315.067999489180
   0.020	  315.141845516177
   0.020	  315.215681465125
   0.020	  315.289507304491
   0.021	  315.363323002880
   0.021	  315.437128529033
   0.021	  315.510923851828
   0.021	  315.584708940277
   0.021	  315.658483763528
   0.021	  315.732248290865
   0.021	  315.806002491703
   0.021	  315.879746335592
   0.021	  315.953479792216
   0.021	  316.027202831390
