   0.000	  300.074999926930
   0.000	  300.149999708015
   0.000	  300.224999270772
   0.000	  300.299998543011
   0.001	  300.374997452831
   0.001	  300.449995928624
   0.001	  300.524993899068
   0.001	  300.599991293128
   0.001	  300.674988040059
   0.001	  300.749984069398
   0.001	  300.824979310967
   0.001	  300.899973694873
   0.001	  300.974967151504
   0.001	  301.049959611527
   0.002	  301.124951005894
   0.002	  301.199941265831
   0.002	  301.274930322844
   0.002	  301.349918108717
   0.002	  301.424904555508
   0.002	  301.499889595550
   0.002	  301.574873161451
   0.002	  301.649855186089
   0.002	  301.724835602618
   0.002	  301.799814344458
   0.002	  301.874791345302
   0.003	  301.949766539110
   0.003	  302.024739860109
   0.003	  302.099711242794
   0.003	  302.174680621925
   0.003	  302.249647932527
   0.003	  302.324613109886
   0.003	  302.399576089555
   0.003	  302.474536807344
   0.003	  302.549495199327
   0.003	  302.624451201835
   0.004	  302.699404751459
   0.004	  302.774355785048
   0.004	  302.849304239707
   0.004	  302.924250052795
   0.004	  302.999193161929
   0.004	  303.074133504977
   0.004	  303.149071020061
   0.004	  303.224005645554
   0.004	  303.298937320081
   0.004	  303.373865982516
   0.005	  303.448791571981
   0.005	  303.523714027849
   0.005	  303.598633289738
   0.005	  303.673549297511
   0.005	  303.748461991278
   0.005	  303.823371311393
   0.005	  303.898277198453
   0.005	  303.973179593297
   0.005	  304.048078437007
   0.006	  304.122973670904
   0.006	  304.197865236549
   0.006	  304.272753075741
   0.006	  304.347637130520
   0.006	  304.422517343160
   0.006	  304.497393656170
   0.006	  304.572266012298
   0.006	  304.647134354524
   0.006	  304.721998626060
   0.006	  304.796858770354
   0.007	  304.871714731083
   0.007	  304.946566452154
   0.007	  305.021413877707
   0.007	  305.096256952109
   0.007	  305.171095619954
   0.007	  305.245929826066
   0.007	  305.320759515493
   0.007	  305.395584633510
   0.007	  305.470405125616
   0.007	  305.545220937534
   0.008	  305.620032015210
   0.008	  305.694838304812
   0.008	  305.769639752729
   0.008	  305.844436305572
   0.008	  305.919227910169
   0.008	  305.994014513568
   0.008	  306.068796063036
   0.008	  306.143572506056
   0.008	  306.218343790328
   0.008	  306.293109863766
   0.009	  306.367870674500
   0.009	  306.442626170874
   0.009	  306.517376301443
   0.009	  306.592121014978
   0.009	  306.666860260457
   0.009	  306.741593987073
   0.009	  306.816322144224
   0.009	  306.891044681522
   0.009	  306.965761548783
   0.009	  307.040472696033
   0.009	  307.115178073504
   0.010	  307.189877631634
   0.010	  307.264571321065
   0.010	  307.339259092645
   0.010	  307.413940897424
   0.010	  307.488616686656
   0.010	  307.563286411797
   0.010	  307.637950024502
   0.010	  307.712607476629
   0.010	  307.787258720236
   0.010	  307.861903707576
   0.011	  307.936542391106
   0.011	  308.011174723475
   0.011	  308.085800657533
   0.011	  308.160420146322
   0.011	  308.235033143083
   0.011	  308.309639601249
   0.011	  308.384239474447
   0.011	  308.458832716497
   0.011	  308.533419281413
   0.011	  308.607999123398
   0.012	  308.682572196847
   0.012	  308.757138456345
   0.012	  308.831697856667
   0.012	  308.906250352775
   0.012	  308.980795899821
   0.012	  309.055334453141
   0.012	  309.129865968262
   0.012	  309.204390400893
   0.012	  309.278907706929
   0.012	  309.353417842450
   0.013	  309.427920763720
   0.013	  309.502416427185
   0.013	  309.576904789474
   0.013	  309.651385807397
   0.013	  309.725859437945
   0.013	  309.800325638290
   0.013	  309.874784365782
   0.013	  309.949235577951
   0.013	  310.023679232505
   0.013	  310.098115287330
   0.014	  310.172543700487
   0.014	  310.246964430215
   0.014	  310.321377434928
   0.014	  310.395782673214
   0.014	  310.470180103837
   0.014	  310.544569685732
   0.014	  310.618951378008
   0.014	  310.693325139947
   0.014	  310.767690931001
   0.014	  310.842048710795
   0.015	  310.916398439121
   0.015	  310.990740075944
   0.015	  311.065073581395
   0.015	  311.139398915775
   0.015	  311.213716039553
   0.015	  311.288024913363
   0.015	  311.362325498008
   0.015	  311.436617754454
   0.015	  311.510901643834
   0.015	  311.585177127445
   0.016	  311.659444166747
   0.016	  311.733702723365
   0.016	  311.807952759086
   0.016	  311.882194235857
   0.016	  311.956427115790
   0.016	  312.030651361154
   0.016	  312.104866934380
   0.016	  312.179073798060
   0.016	  312.253271914942
   0.016	  312.327461247934
   0.017	  312.401641760102
   0.017	  312.475813414669
   0.017	  312.549976175012
   0.017	  312.624130004668
   0.017	  312.698274867327
   0.017	  312.772410726835
   0.017	  312.846537547189
   0.017	  312.920655292544
   0.017	  312.994763927206
   0.017	  313.068863415632
   0.018	  313.142953722433
   0.018	  313.217034812371
   0.018	  313.291106650357
   0.018	  313.365169201454
   0.018	  313.439222430874
   0.018	  313.513266303977
   0.018	  313.587300786273
   0.018	  313.661325843419
   0.018	  313.735341441218
   0.018	  313.809347545623
   0.019	  313.883344122730
   0.019	  313.957331138782
   0.019	  314.031308560168
   0.019	  314.105276353419
   0.019	  314.179234485211
   0.019	  314.253182922365
   0.019	  314.327121631843
   0.019	  314.401050580750
   0.019	  314.474969736333
   0.019	  314.548879065980
   0.020	  314.622778537219
   0.020	  314.696668117719
   0.020	  314.770547775289
   0.020	  314.844417477876
   0.020	  314.918277193566
   0.020	  314.992126890583
   0.020	  315.065966537290
   0.020	  315.139796102184
   0.020	  315.213615553901
   0.020	  315.287424861212
   0.021	  315.361223993024
   0.021	  315.435012918377
   0.021	  315.508791606449
   0.021	  315.582560026548
   0.021	  315.656318148117
   0.021	  315.730065940734
   0.021	  315.803803374106
   0.021	  315.877530418073
   0.021	  315.951247042607
   0.021	  316.024953217811
