      1          100.23888025
      2           10.48738125
      3            1.72141131
      4            0.32636535
      5            0.06379918
      6            0.01258222
      7            0.00249301
      8            0.00049335
      9            0.00009770
     10            0.00001935
     11            0.00000383
     12            0.00000076
