      1         2670.17582325
      2           65.72479287
      3            6.31385155
      4            1.09083453
      5            0.19935582
      6            0.03666920
      7            0.00675060
      8            0.00124277
      9            0.00022879
     10            0.00004212
     11            0.00000775
     12            0.00000143
     13            0.00000026
