      1         2418.70646137
      2          182.32029304
      3           26.39653494
      4            4.84312276
      5            0.93879230
      6            0.18581471
      7            0.03695981
      8            0.00736379
      9            0.00146609
     10            0.00029193
     11            0.00005813
     12            0.00001157
     13            0.00000230
     14            0.00000046
